<<<<<<< HEAD
0.00493953315724 0.00530652655292 1.31178924545
1.51465088009 0.0406254905209 0.0117295480853
0.00240214223505 0.00193496451517 1.3373904143
0.0168143540976 0.0176991220843 1.27100903315
1.58249325858 0.000287332618953 0.0445849581522
=======
1.55704318518 0.00239034924882 0.00335421322584
0.026541771625 1.51658900855 0.00165823634605
0.0175409315369 1.51620678378 0.00785106754059
0.00458896340774 1.54814166255 0.00782358131416
0.00914971386662 0.0102293476286 1.26613660215
0.000302667147227 0.000363193032386 1.32864730545
>>>>>>> 828b06e6b51bcccbb19b6c80111b6d60e78ee41f
